Hs-PRMT7,2000,1000,T053289-PRMT7,"p3@PRMT7"
rank,ID,Fabs,Frel,association_with_transcript,entrezgene_id,hgnc_id,uniprot_id,gene_name,description,type
1,T048426,t053289,2,007.0000,1.0,p29@IGF1R,3480,5465,,IGF1R,"insulin like growth factor 1 receptor","gene with protein product"
1936,T053289,t075077,10.0000,0.00497760079642,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1937,T053289,t180675,10.0000,0.00497760079642,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1938,T053289,t156276,10.0000,0.00497265042268,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1939,T053289,t129795,10.0000,0.00497017892644,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1940,T053289,t177931,9.0000,0.0044955044955,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1941,T053289,t178463,9.0000,0.0044955044955,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1942,T008524,t053289,9.0000,0.00449326010984,p4@ZNF518A,9849,29009,NA,ZNF518A,"zinc finger protein 518A","gene with protein product"
1943,T043380,t053289,9.0000,0.00449326010984,p1@BUB1B,701,1149,"O60566,C9JLW5",BUB1B,"BUB1 mitotic checkpoint serine/threonine kinase B","gene with protein product"
1944,T053289,t196308,9.0000,0.00449101796407,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1945,T053289,t180114,9.0000,0.00449101796407,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1946,T038153,t053289,9.0000,0.00449101796407,p1@GEMIN2,8487,10884,,GEMIN2,"gem nuclear organelle associated protein 2","gene with protein product"
1947,T053289,t125722,9.0000,0.00448877805486,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1948,T053289,t069636,9.0000,0.00448877805486,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1949,T000068,t053289,9.0000,0.00448877805486,p4@DNMBP,23268,30373,Q6XZF7,DNMBP,"dynamin binding protein","gene with protein product"
1950,T053289,t057605,9.0000,0.00448877805486,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1951,T053289,t107491,9.0000,0.00448877805486,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1952,T022521,t053289,9.0000,0.00448877805486,p5@LRP6,4040,6698,F5H0Z3,LRP6,"LDL receptor related protein 6","gene with protein product"
1953,T053289,t103378,9.0000,0.00448877805486,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1954,T053289,t059050,9.0000,0.00448877805486,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1955,T053289,t149188,9.0000,0.00448654037886,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1956,T023977,t053289,9.0000,0.00448654037886,p1@ETNK1,55500,24649,"G5E969,Q9HBU6",ETNK1,"ethanolamine kinase 1","gene with protein product"
1957,T046747,t053289,9.0000,0.00448654037886,p9@LINGO1,84894,21205,Q96FE5,LINGO1,"leucine rich repeat and Ig domain containing 1","gene with protein product"
1958,T053289,t129249,9.0000,0.00448654037886,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1959,T053289,t158418,9.0000,0.00448654037886,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1960,T053289,t107488,9.0000,0.00448430493274,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1961,T053289,t093213,9.0000,0.00448430493274,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1962,T053289,t080888,9.0000,0.00448430493274,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1963,T053289,t057469,9.0000,0.00448430493274,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1964,T053289,t116944,9.0000,0.00448430493274,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1965,T043527,t053289,9.0000,0.00448430493274,p1@OIP5,11339,20300,O43482,OIP5,"Opa interacting protein 5","gene with protein product"
1966,T017533,t053289,9.0000,0.00448430493274,p3@POLD4,57804,14106,,POLD4,"DNA polymerase delta 4, accessory subunit","gene with protein product"
1967,T053289,t189856,9.0000,0.00448430493274,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1968,T053289,t126040,9.0000,0.00448430493274,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1969,T053289,t061929,9.0000,0.00448430493274,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1970,T053289,t136098,9.0000,0.00448430493274,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1971,T053289,t087948,9.0000,0.00448207171315,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1972,T053289,t162539,9.0000,0.00448207171315,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1973,T053289,t090610,9.0000,0.00448207171315,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1974,T053289,t094779,9.0000,0.00448207171315,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1975,T053289,t156166,9.0000,0.00448207171315,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1976,T053289,t200782,9.0000,0.00448207171315,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1977,T053289,t094712,9.0000,0.00448207171315,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1978,T053289,t197042,9.0000,0.00447984071677,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1979,T046271,t053289,9.0000,0.00447984071677,p8@NEO1,4756,7754,,NEO1,"neogenin 1","gene with protein product"
1980,T000340,t053289,9.0000,0.00447984071677,p1@NPM3,10360,7931,O75607,NPM3,"nucleophosmin/nucleoplasmin 3","gene with protein product"
1981,T053289,t194697,9.0000,0.00447984071677,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1982,T053289,t185888,9.0000,0.00447984071677,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1983,T053289,t084920,9.0000,0.00447984071677,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1984,T053289,t178502,9.0000,0.00447984071677,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1985,T053289,t171144,9.0000,0.0044776119403,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1986,T053289,t184743,9.0000,0.0044776119403,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1987,T053289,t066768,9.0000,0.0044776119403,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1988,T010531,t053289,9.0000,0.0044776119403,p2@TRAPPC4,51399,19943,Q9Y296,TRAPPC4,"trafficking protein particle complex 4","gene with protein product"
1989,T053289,t138640,9.0000,0.0044776119403,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1990,T052026,t053289,9.0000,0.0044776119403,p1@TOX3,27324,11972,"O15405,B4DRD0",TOX3,"TOX high mobility group box family member 3","gene with protein product"
1991,T053289,t163157,9.0000,0.0044776119403,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1992,T019440,t053289,9.0000,0.0044776119403,p3@AKIP1,56672,1170,,AKIP1,"A-kinase interacting protein 1","gene with protein product"
1993,T053289,t191845,9.0000,0.0044776119403,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1994,T053289,t166510,9.0000,0.00447538538041,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1995,T008358,t053289,9.0000,0.00447538538041,p1@HELLS,3070,4861,"Q9NRZ9,B1ALG6",HELLS,"helicase, lymphoid-specific","gene with protein product"
1996,T053289,t054443,9.0000,0.00447538538041,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1997,T053289,t148391,9.0000,0.00447538538041,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
1998,T042302,t053289,9.0000,0.00447538538041,p3@NDN,4692,7675,Q99608,NDN,"necdin, MAGE family member","gene with protein product"
1999,T053289,t194080,9.0000,0.0044731610338,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
2000,T053289,t140660,9.0000,0.00447093889717,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
2001,T053289,t168512,9.0000,0.00446871896723,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
2002,T021935,t053289,8.0000,0.0039860488291,p1@MSI1,4440,7330,O43347,MSI1,"musashi RNA binding protein 1","gene with protein product"
2003,T008515,t053289,7.0000,0.00349301397206,p1@CCNJ,54619,23434,,CCNJ,"cyclin J","gene with protein product"
2004,T008245,t053289,7.0000,0.00349301397206,p3@CYP26A1,1592,2603,"O43174,Q5VXH9",CYP26A1,"cytochrome P450 family 26 subfamily A member 1","gene with protein product"
2005,T053289,t065718,7.0000,0.00349127182045,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
2006,T053289,t071248,7.0000,0.00349127182045,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
2007,T053289,t111620,7.0000,0.00348953140578,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
2008,T053289,t197543,7.0000,0.00348953140578,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
2009,T053289,t092164,7.0000,0.00348779272546,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
2010,T053289,t154293,7.0000,0.00348779272546,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
2011,T023739,t053289,7.0000,0.00348605577689,p5@PLEKHA5,54477,30036,"Q9HAU0,A0JP02",PLEKHA5,"pleckstrin homology domain containing A5","gene with protein product"
2012,T053289,t132079,7.0000,0.00348605577689,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
2013,T053289,t103830,7.0000,0.00348605577689,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
2014,T053289,t085078,7.0000,0.00348432055749,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
2015,T053289,t180867,7.0000,0.00348432055749,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
2016,T053289,t069068,7.0000,0.00348085529587,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
2017,T001735,t053289,7.0000,0.00348085529587,p3@TIAL1,7073,11804,,TIAL1,"TIA1 cytotoxic granule associated RNA binding protein like 1","gene with protein product"
2018,T053289,t146295,7.0000,0.00348085529587,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
2019,T016943,t053289,7.0000,0.00347912524851,p5@SCYL1,57410,14372,,SCYL1,"SCY1 like pseudokinase 1","gene with protein product"
2020,T053289,t109793,7.0000,0.00347739692002,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
2021,T053289,t149626,7.0000,0.00347739692002,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
2022,T006752,t053289,6.0000,0.002997002997,p2@MRPS16,51021,14048,,MRPS16,"mitochondrial ribosomal protein S16","gene with protein product"
2023,T053289,t065705,6.0000,0.00299550673989,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
2024,T053289,t102769,6.0000,0.00299550673989,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
2025,T053289,t083667,6.0000,0.00299550673989,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
2026,T053289,t156275,6.0000,0.00299550673989,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
2027,T053289,t186217,6.0000,0.00299550673989,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
2028,T053289,t163578,6.0000,0.00299550673989,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
2029,T053289,t200050,6.0000,0.00299550673989,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
2030,T043671,t053289,6.0000,0.00299401197605,p2@HAUS2,55142,25530,Q9NVX0,HAUS2,"HAUS augmin like complex subunit 2","gene with protein product"
2031,T053289,t149439,6.0000,0.00299401197605,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
2032,T053289,t200295,6.0000,0.00299251870324,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
2033,T053289,t117429,6.0000,0.00299251870324,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
2034,T014362,t053289,6.0000,0.00299251870324,p9@TP53I11,9537,16842,E9PS55,TP53I11,"tumor protein p53 inducible protein 11","gene with protein product"
2035,T053289,t085117,6.0000,0.00299251870324,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
2036,T053289,t106747,6.0000,0.00299251870324,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
2037,T053289,t173943,6.0000,0.00299251870324,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
2038,T053289,t083716,6.0000,0.00299251870324,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
2039,T053289,t143855,6.0000,0.00299251870324,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
2040,T053289,t188629,6.0000,0.00299251870324,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
2041,T030480,t053289,6.0000,0.00299102691924,p2@CCDC41,51134,17966,"Q9Y592,F8VYN8",CEP83,"centrosomal protein 83","gene with protein product"
2042,T053289,t156278,6.0000,0.00299102691924,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
2043,T053289,t070910,6.0000,0.00299102691924,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
2044,T012727,t053289,6.0000,0.00299102691924,p7@NAV2,89797,15997,,NAV2,"neuron navigator 2","gene with protein product"
2045,T053289,t078292,6.0000,0.00299102691924,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
2046,T053289,t070104,6.0000,0.00299102691924,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
2047,T053289,t135508,6.0000,0.00299102691924,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
2048,T053289,t160254,6.0000,0.00299102691924,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
2049,T053289,t155347,6.0000,0.00299102691924,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
2050,T053289,t170123,6.0000,0.00299102691924,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
2051,T053289,t072250,6.0000,0.00299102691924,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
2052,T053289,t194081,6.0000,0.00298953662182,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
2053,T051800,t053289,6.0000,0.00298953662182,p7@UBN1,29855,12506,Q9NPG3,UBN1,"ubinuclein 1","gene with protein product"
2054,T023603,t053289,6.0000,0.00298953662182,p12@LMO3,55885,6643,,LMO3,"LIM domain only 3","gene with protein product"
2055,T053289,t193377,6.0000,0.00298953662182,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
2056,T053289,t102307,6.0000,0.00298953662182,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
2057,T053289,t073923,6.0000,0.00298953662182,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
2058,T053289,t164761,6.0000,0.00298953662182,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
2059,T053289,t117888,6.0000,0.00298953662182,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
2060,T025095,t053289,6.0000,0.00298953662182,p5@NELL2,4753,7751,F8VRQ0,NELL2,"neural EGFL like 2","gene with protein product"
2061,T011285,t053289,6.0000,0.00298953662182,p2@CCDC15,80071,25798,"Q0P6D6,E9PKB1",CCDC15,"coiled-coil domain containing 15","gene with protein product"
2062,T053289,t091595,6.0000,0.00298953662182,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
2063,T053289,t069990,6.0000,0.00298953662182,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
2064,T053289,t111481,6.0000,0.00298953662182,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
2065,T053289,t138705,6.0000,0.00298953662182,p3@PRMT7,54496,25557,Q9NVM4,PRMT7,"protein arginine methyltransferase 7","gene with protein product"
