T000001	chr10:100027943..100027958,-	LOXL4
T141755	chr4:170947522..170947563,-	MFAP3L
T141756	chr4:170947565..170947583,-	MFAP3L
T141757	chr4:170947637..170947642,-	MFAP3L
T141758	chr4:170948331..170948352,-	MFAP3L
T141759	chr4:170948361..170948375,-	MFAP3L
T141760	chr4:170948418..170948434,-	MFAP3L
T141763	chr4:171011084..171011147,-	AADAT
T141764	chr4:171011323..171011408,-	AADAT
T141770	chr4:1713981..1713992,-	SLBP
T141771	chr4:1714009..1714020,-	SLBP
T141772	chr4:1714037..1714052,-	SLBP
T141781	chr4:1722647..1722678,-	TMEM129
T141782	chr4:1722818..1722840,-	TMEM129
T141783	chr4:1722846..1722865,-	TMEM129
T141784	chr4:1722934..1723029,-	TMEM129
T141785	chr4:1723040..1723084,-	TMEM129
T141786	chr4:1723197..1723261,+	TACC3
T141787	chr4:1723272..1723279,+	TACC3
T141791	chr4:1725231..1725273,+	TACC3
T141793	chr4:172734548..172734562,+	GALNTL6
T141810	chr4:174089404..174089450,+	GALNT7
T141812	chr4:174089918..174089921,+	GALNT7
T141813	chr4:174089922..174089950,+	GALNT7
T141814	chr4:174089951..174089974,+	GALNT7
T141836	chr4:174254691..174254709,-	HMGB2
T141837	chr4:174254760..174254775,-	HMGB2
T141838	chr4:174254823..174254862,-	HMGB2
T141839	chr4:174254864..174254925,-	HMGB2
T141840	chr4:174255494..174255516,-	HMGB2
T141844	chr4:174256283..174256303,-	HMGB2
T141848	chr4:174291085..174291131,+	SAP30
T141849	chr4:174292058..174292130,+	SAP30
T141850	chr4:174292157..174292168,+	SAP30
T141851	chr4:174292321..174292336,+	SAP30
T141854	chr4:174320254..174320274,-	SCRG1
T141856	chr4:174320323..174320405,-	SCRG1
T141875	chr4:174450089..174450153,-	HAND2
T141877	chr4:174451370..174451387,-	HAND2
T141886	chr4:174555289..174555298,-	RANP6
T141919	chr4:17513702..17513720,-	QDPR
T141927	chr4:175184180..175184194,-	FBXO8
T141932	chr4:175204466..175204499,+	CEP44
T141936	chr4:175204734..175204745,-	FBXO8
T141937	chr4:175204765..175204843,-	FBXO8
T141938	chr4:175204818..175204833,+	CEP44
T141939	chr4:175204851..175204863,+	CEP44
T141940	chr4:175204865..175204915,+	CEP44
T141941	chr4:175204955..175204970,+	CEP44
T141942	chr4:175205038..175205094,+	CEP44
T141943	chr4:175205100..175205161,+	CEP44
T141944	chr4:175205162..175205169,+	CEP44
T141946	chr4:175205407..175205421,-	FBXO8
T141983	chr4:175443630..175443646,-	HPGD
T142007	chr4:175750364..175750436,-	GLRA3
T142010	chr4:17578789..17578811,+	LAP3
T142011	chr4:17578815..17578827,+	LAP3
T142012	chr4:17578833..17578843,+	LAP3
T142013	chr4:17579029..17579065,+	LAP3
T142015	chr4:17579110..17579130,+	LAP3
T142034	chr4:17616253..17616275,+	MED28
T142070	chr4:176733377..176733424,-	GPM6A
T142078	chr4:176733754..176733786,-	GPM6A
T142109	chr4:176986978..176987046,+	WDR17
T142112	chr4:177116713..177116751,-	SPATA4
T142121	chr4:177190364..177190379,-	ASB5
T142125	chr4:177241094..177241173,+	SPCS3
T142127	chr4:177242329..177242333,+	SPCS3
T142140	chr4:177713372..177713387,-	VEGFC
T142141	chr4:177713451..177713493,-	VEGFC
T142142	chr4:177713657..177713673,-	VEGFC
T142143	chr4:177713675..177713680,-	VEGFC
T142146	chr4:177713999..177714050,-	VEGFC
T142147	chr4:177714068..177714085,-	VEGFC
T142149	chr4:177714178..177714187,-	VEGFC
T142158	chr4:17805550..17805567,-	DCAF16
T142159	chr4:17806255..17806275,-	DCAF16
T142161	chr4:17812309..17812394,-	DCAF16
T142162	chr4:17812548..17812555,+	NCAPG
T142163	chr4:17812568..17812648,+	NCAPG
T142168	chr4:178230985..178230997,+	NEIL3
T142169	chr4:178231003..178231010,+	NEIL3
T142170	chr4:178231020..178231036,+	NEIL3
T142177	chr4:178363527..178363572,-	AGA
T142178	chr4:178363581..178363607,-	AGA
T142187	chr4:1795012..1795028,+	FGFR3
T142189	chr4:1795508..1795516,+	FGFR3
T142196	chr4:18022185..18022189,-	LCORL
T142197	chr4:18023350..18023385,-	LCORL
T142226	chr4:183065109..183065122,+	ODZ3
T142227	chr4:183065193..183065211,+	ODZ3
T142228	chr4:183065264..183065278,+	ODZ3
T142229	chr4:183065403..183065417,+	ODZ3
T142232	chr4:183065716..183065735,+	ODZ3
T142233	chr4:183065793..183065864,+	ODZ3
T142246	chr4:183370111..183370118,+	ODZ3
T142248	chr4:183370146..183370219,+	ODZ3
T142261	chr4:183838407..183838420,-	DCTD
T142262	chr4:183838435..183838436,-	DCTD
T142263	chr4:183838482..183838552,-	DCTD
T142264	chr4:183838560..183838571,-	DCTD
T142265	chr4:183838600..183838655,-	DCTD
T142266	chr4:183838758..183838769,-	DCTD
T142269	chr4:184020162..184020185,-	C4orf38
T142270	chr4:184020239..184020254,+	WWC2
T142271	chr4:184020270..184020312,+	WWC2
T142272	chr4:184020398..184020446,+	WWC2
T142285	chr4:184365780..184365797,+	CDKN2AIP
T142286	chr4:184365808..184365827,+	CDKN2AIP
T142287	chr4:184365841..184365861,+	CDKN2AIP
T142288	chr4:184365871..184365882,+	CDKN2AIP
T142289	chr4:184365893..184365906,+	CDKN2AIP
T142290	chr4:184365925..184365932,+	CDKN2AIP
T142296	chr4:184425906..184425965,+	ING2
T142297	chr4:184426190..184426237,+	ING2
T142298	chr4:184427248..184427261,+	ING2
T142301	chr4:184580314..184580351,-	RWDD4
T142302	chr4:184580353..184580373,-	RWDD4
T142303	chr4:184580439..184580485,+	TRAPPC11
T142304	chr4:184580524..184580552,+	TRAPPC11
T142309	chr4:184826418..184826522,+	STOX2
T142311	chr4:184826542..184826554,+	STOX2
T142312	chr4:184826569..184826580,+	STOX2
T142316	chr4:184827652..184827677,+	STOX2
T142317	chr4:184827827..184827876,+	STOX2
T142333	chr4:185139008..185139052,-	ENPP6
T142386	chr4:185395579..185395584,-	IRF2
T142388	chr4:185395633..185395651,-	IRF2
T142389	chr4:185395672..185395710,-	IRF2
T142396	chr4:185570590..185570609,-	CASP3
T142397	chr4:185570815..185570835,+	CCDC111
T142398	chr4:185570871..185570930,+	CCDC111
T142399	chr4:185570947..185570958,+	CCDC111
T142400	chr4:185654511..185654524,-	MLF1IP
T142401	chr4:185655212..185655260,-	MLF1IP
T142413	chr4:185726698..185726719,-	ACSL1
T142415	chr4:185726840..185726883,-	ACSL1
T142416	chr4:185726906..185726918,-	ACSL1
T142421	chr4:185729662..185729708,-	ACSL1
T142433	chr4:185747114..185747128,-	ACSL1
T142457	chr4:185772235..185772249,-	MIR3945
T142458	chr4:185772359..185772424,-	MIR3945
T142486	chr4:1857794..1857805,-	LETM1
T142493	chr4:1857817..1857912,-	LETM1
T142495	chr4:1857937..1857940,-	LETM1
T142497	chr4:1857954..1857971,-	LETM1
T142526	chr4:186064412..186064426,+	SLC25A4
T142532	chr4:186111531..186111556,-	KIAA1430
T142537	chr4:186125077..186125175,-	KIAA1430
T142538	chr4:186125292..186125305,-	KIAA1430
T142540	chr4:186317034..186317083,-	LRP2BP
T142541	chr4:186317133..186317192,+	ANKRD37
T142544	chr4:186317835..186317852,+	ANKRD37
T142545	chr4:186317961..186317968,+	ANKRD37
T142546	chr4:186317988..186318004,+	ANKRD37
T142549	chr4:186347035..186347076,-	UFSP2
T142550	chr4:186347078..186347094,-	UFSP2
T142551	chr4:186347099..186347140,-	UFSP2
T142552	chr4:186347388..186347423,+	C4orf47
T142553	chr4:186392237..186392281,-	CCDC110
T142565	chr4:186456610..186456621,-	PDLIM3
T142566	chr4:186456652..186456668,-	PDLIM3
T142571	chr4:186577832..186577907,-	SORBS2
T142575	chr4:186578715..186578746,-	SORBS2
T142589	chr4:186696406..186696420,-	SORBS2
T142590	chr4:186696425..186696452,-	SORBS2
T142591	chr4:186696497..186696510,-	SORBS2
T142593	chr4:186696561..186696634,-	SORBS2
T142602	chr4:186732892..186732916,-	SORBS2
T142615	chr4:186733483..186733489,-	SORBS2
T142620	chr4:186854216..186854237,-	SORBS2
T142622	chr4:186854275..186854287,-	SORBS2
T142629	chr4:186877509..186877535,-	SORBS2
T142639	chr4:186990298..186990342,+	TLR3
T142642	chr4:187025872..187025888,+	FAM149A
T142643	chr4:187065978..187066073,+	FAM149A
T142644	chr4:187112411..187112444,+	CYP4V2
T142645	chr4:187112450..187112470,+	CYP4V2
T142646	chr4:187112479..187112511,+	CYP4V2
T142647	chr4:187112676..187112698,+	CYP4V2
T142648	chr4:187112703..187112776,+	CYP4V2
T142649	chr4:187112780..187112807,+	CYP4V2
T142650	chr4:187112824..187112838,+	CYP4V2
T142651	chr4:187112931..187112974,+	CYP4V2
T142665	chr4:1873011..1873063,+	WHSC1
T142666	chr4:1873100..1873152,+	WHSC1
T142668	chr4:1873155..1873185,+	WHSC1
T142669	chr4:1873216..1873238,+	WHSC1
T142676	chr4:187517928..187517949,-	FAT1
T142678	chr4:187518268..187518279,-	FAT1
T142705	chr4:187644930..187645017,-	FAT1
T142706	chr4:187645201..187645222,-	FAT1
T142707	chr4:187645329..187645341,-	FAT1
T142708	chr4:187647683..187647690,-	FAT1
T142711	chr4:187647773..187647864,-	FAT1
T142713	chr4:187648035..187648066,-	FAT1
T142746	chr4:188916918..188916942,+	ZFP42
T142792	chr4:190394055..190394060,+	HSP90AA4P
T142793	chr4:190394617..190394638,+	HSP90AA4P
T142828	chr4:190861993..190862128,+	FRG1
T142829	chr4:190862132..190862151,+	FRG1
T142844	chr4:1976361..1976365,+	SCARNA22
T142847	chr4:2010686..2010707,-	WHSC2
T142848	chr4:2010891..2010920,-	WHSC2
T142852	chr4:20254503..20254519,+	SLIT2
T142853	chr4:20255038..20255069,+	SLIT2
T142870	chr4:2043634..2043646,-	WHSC2
T142871	chr4:2043709..2043757,+	C4orf48
T142872	chr4:2043785..2043790,+	C4orf48
T142873	chr4:2044113..2044131,+	C4orf48
T142881	chr4:2060961..2060968,+	NAT8L
T142882	chr4:2061014..2061043,+	NAT8L
T142883	chr4:2061045..2061064,+	NAT8L
T142884	chr4:2061074..2061085,+	NAT8L
T142885	chr4:2061119..2061160,+	NAT8L
T142888	chr4:206376..206387,+	ZNF876P
T142889	chr4:206390..206444,+	ZNF876P
T142890	chr4:20702030..20702051,+	PACRGL
T142891	chr4:20702063..20702094,+	PACRGL
T142948	chr4:21950356..21950439,-	KCNIP4
T142959	chr4:2243725..2243736,-	HAUS3
T142960	chr4:2243773..2243784,-	POLN
T142961	chr4:2243792..2243809,-	POLN
T142962	chr4:2243813..2243834,-	POLN
T142963	chr4:2243839..2243865,-	POLN
T142968	chr4:22517512..22517537,-	GPR125
T142969	chr4:22517551..22517593,-	GPR125
T142970	chr4:22517624..22517712,-	GPR125
T142975	chr4:2263777..2263800,-	MXD4
T142976	chr4:2263809..2263854,-	MXD4
T142977	chr4:2263861..2263883,-	MXD4
T142978	chr4:2264015..2264041,-	MXD4
T143009	chr4:2366525..2366579,-	ZFYVE28
T143030	chr4:23891660..23891690,-	PPARGC1A
T143032	chr4:23891718..23891719,-	PPARGC1A
T143056	chr4:2420240..2420251,-	ZFYVE28
T143057	chr4:2420282..2420293,-	ZFYVE28
T143058	chr4:2420314..2420320,-	ZFYVE28
T143060	chr4:2420357..2420413,-	ZFYVE28
T143061	chr4:2420416..2420440,-	ZFYVE28
T143084	chr4:24586092..24586103,-	DHX15
T143085	chr4:24586127..24586138,-	DHX15
T143086	chr4:24586140..24586188,-	DHX15
T143087	chr4:24586220..24586231,-	DHX15
T143090	chr4:24660040..24660048,-	ATP5LP3
T143095	chr4:2470824..2470882,+	RNF4
T143096	chr4:2470901..2470915,+	RNF4
T143098	chr4:24797182..24797214,+	SOD3
T143100	chr4:24801371..24801405,+	SOD3
T143109	chr4:24914511..24914524,-	CCDC149
T143110	chr4:24914581..24914691,-	CCDC149
T143112	chr4:25032406..25032417,-	LGI2
T143113	chr4:25032421..25032458,-	LGI2
T143114	chr4:25032543..25032592,-	LGI2
T143117	chr4:25161996..25162085,-	SEPSECS
T143118	chr4:25162088..25162108,-	SEPSECS
T143119	chr4:25162188..25162208,-	SEPSECS
T143120	chr4:25162194..25162239,+	PI4K2B
T143121	chr4:25162253..25162303,+	PI4K2B
T143122	chr4:25162308..25162350,+	PI4K2B
T143123	chr4:25235625..25235692,+	PI4K2B
T143127	chr4:25314388..25314437,+	ZCCHC4
T143131	chr4:25378826..25378906,+	ANAPC4
T143132	chr4:25378912..25378948,+	ANAPC4
T143142	chr4:25657465..25657481,+	SLC34A2
T143162	chr4:25863667..25863680,+	C4orf52
T143164	chr4:25864601..25864621,-	SEL1L3
T143165	chr4:25864623..25864633,-	SEL1L3
T143166	chr4:25864637..25864646,-	SEL1L3
T143170	chr4:25915792..25915820,+	C4orf52
T143171	chr4:25915822..25915893,+	C4orf52
T143172	chr4:25915896..25915907,+	C4orf52
T143196	chr4:26321361..26321377,+	RBPJ
T143197	chr4:26321435..26321454,+	RBPJ
T143198	chr4:26322267..26322334,+	RBPJ
T143200	chr4:26322419..26322479,+	RBPJ
T143204	chr4:26322616..26322652,+	RBPJ
T143205	chr4:26322673..26322684,+	RBPJ
T143206	chr4:26322996..26323031,+	RBPJ
T143224	chr4:26492076..26492113,-	CCKAR
T143228	chr4:26578293..26578311,+	TBC1D19
T143230	chr4:26585668..26585680,+	TBC1D19
T143231	chr4:26585686..26585749,+	TBC1D19
T143234	chr4:26859343..26859384,+	STIM2
T143239	chr4:26862314..26862334,+	STIM2
T143240	chr4:26862349..26862360,+	STIM2
T143241	chr4:26862400..26862415,+	STIM2
T143242	chr4:26862431..26862483,+	STIM2
T143243	chr4:26862558..26862576,+	STIM2
T143244	chr4:26862586..26862603,+	STIM2
T143267	chr4:2747900..2747922,-	TNIP2
T143269	chr4:2747941..2747953,-	TNIP2
T143273	chr4:2757717..2757730,-	TNIP2
T143274	chr4:2757745..2757756,-	TNIP2
T143275	chr4:2758015..2758133,-	TNIP2
T143289	chr4:2794804..2794822,+	SH3BP2
T143294	chr4:2800295..2800332,+	SH3BP2
T143300	chr4:2800803..2800817,+	SH3BP2
T143308	chr4:2813986..2814010,+	SH3BP2
T143309	chr4:2814011..2814025,+	SH3BP2
T143310	chr4:2814042..2814045,+	SH3BP2
T143311	chr4:2819883..2819948,+	SH3BP2
T143314	chr4:2828548..2828556,+	SH3BP2
T143326	chr4:2845547..2845654,+	ADD1
T143327	chr4:2845655..2845725,+	ADD1
T143335	chr4:2869557..2869612,+	ADD1
T143349	chr4:2906681..2906694,+	ADD1
T143354	chr4:2935777..2935790,-	MFSD10
T143356	chr4:2935865..2935923,-	MFSD10
T143357	chr4:2936514..2936584,-	MFSD10
T143358	chr4:2936603..2936690,+	C4orf10
T143364	chr4:2965052..2965162,-	NOP14
T143365	chr4:2965177..2965186,-	NOP14
T143367	chr4:2965218..2965229,-	NOP14
T143368	chr4:2965263..2965286,+	GRK4
T143369	chr4:2965287..2965305,+	GRK4
T143370	chr4:2965307..2965355,+	GRK4
T143372	chr4:299227..299272,-	ZNF732
T143384	chr4:30721968..30722034,+	PCDH7
T143385	chr4:30722075..30722084,+	PCDH7
T143386	chr4:30722217..30722226,+	PCDH7
T143387	chr4:30723003..30723054,+	PCDH7
T143389	chr4:3076388..3076431,+	HTT
T143390	chr4:3076673..3076696,+	HTT
T143416	chr4:3294708..3294797,+	RGS12
T143420	chr4:331550..331553,+	ZNF141
T143421	chr4:331555..331570,+	ZNF141
T143422	chr4:331578..331615,+	ZNF141
T143423	chr4:331619..331630,+	ZNF141
T143424	chr4:331643..331648,+	ZNF141
T143425	chr4:3344141..3344178,+	RGS12
T143436	chr4:3371800..3371829,+	RGS12
T143438	chr4:3371907..3371932,+	RGS12
T143444	chr4:3386868..3386907,+	RGS12
T143447	chr4:3387367..3387393,+	RGS12
T143448	chr4:3387396..3387446,+	RGS12
T143449	chr4:3387459..3387478,+	RGS12
T143453	chr4:3387976..3388053,+	RGS12
T143473	chr4:3465027..3465050,+	DOK7
T143476	chr4:3486678..3486700,+	DOK7
T143491	chr4:3534139..3534158,-	LRPAP1
T143502	chr4:36163411..36163416,-	ARAP2
T143504	chr4:36245476..36245490,-	ARAP2
T143506	chr4:36245611..36245622,-	ARAP2
T143507	chr4:36245643..36245697,-	ARAP2
T143508	chr4:36245700..36245716,-	ARAP2
T143509	chr4:36245956..36245972,-	ARAP2
T143510	chr4:36245985..36246005,-	ARAP2
T143513	chr4:36246060..36246167,-	ARAP2
T143514	chr4:36246229..36246251,-	ARAP2
T143515	chr4:36246287..36246290,-	ARAP2
T143517	chr4:36246391..36246453,-	ARAP2
T143522	chr4:36283213..36283256,+	DTHD1
T143542	chr4:37455536..37455593,+	C4orf19
T143553	chr4:3767633..3767648,+	ADRA2C
T143555	chr4:37687991..37688005,-	RELL1
T143558	chr4:37828300..37828350,+	PGM2
T143560	chr4:37892237..37892244,+	TBC1D1
T143562	chr4:37892450..37892462,+	TBC1D1
T143563	chr4:37892506..37892522,+	TBC1D1
T143564	chr4:37892682..37892757,+	TBC1D1
T143566	chr4:37962018..37962027,+	PTTG2
T143567	chr4:37978891..37978929,+	TBC1D1
T143569	chr4:37978974..37979050,+	TBC1D1
T143570	chr4:37979056..37979065,+	TBC1D1
T143603	chr4:38665659..38665670,+	KLF3
T143604	chr4:38665703..38665713,+	KLF3
T143605	chr4:38665732..38665737,+	KLF3
T143606	chr4:38665753..38665757,+	KLF3
T143608	chr4:38665810..38665827,+	KLF3
T143609	chr4:38665850..38665857,+	KLF3
T143610	chr4:38665866..38665878,+	KLF3
T143611	chr4:38665883..38665922,+	KLF3
T143612	chr4:38665935..38665944,+	KLF3
T143624	chr4:38784592..38784619,-	TLR10
T143629	chr4:38806404..38806426,-	TLR1
T143630	chr4:38806758..38806794,-	TLR1
T143637	chr4:38858428..38858453,-	TLR1
T143638	chr4:38858469..38858480,-	TLR1
T143642	chr4:38869410..38869435,+	FAM114A1
T143645	chr4:38945708..38945710,+	FAM114A1
T143650	chr4:39033963..39034047,-	TMEM156
T143652	chr4:39034552..39034578,-	TMEM156
T143653	chr4:39046232..39046330,+	KLHL5
T143654	chr4:39046399..39046478,+	KLHL5
T143655	chr4:39046480..39046562,+	KLHL5
T143656	chr4:39046615..39046626,+	KLHL5
T143657	chr4:39064242..39064280,+	KLHL5
T143662	chr4:39184117..39184161,+	WDR19
T143680	chr4:39367916..39367921,-	RFC1
T143681	chr4:39367942..39367947,-	RFC1
T143682	chr4:39367949..39368020,-	RFC1
T143685	chr4:39408537..39408563,+	KLB
T143692	chr4:39460136..39460153,-	RPL9
T143693	chr4:39460223..39460251,-	RPL9
T143694	chr4:39460471..39460486,-	RPL9
T143695	chr4:39460496..39460510,-	RPL9
T143696	chr4:39460520..39460574,-	RPL9
T143697	chr4:39460638..39460656,+	LIAS
T143698	chr4:39460659..39460686,+	LIAS
T143699	chr4:39460689..39460736,+	LIAS
T143705	chr4:39512064..39512077,-	UGDH
T143707	chr4:39529005..39529014,-	UGDH
T143708	chr4:39529049..39529067,-	UGDH
T143709	chr4:39529153..39529164,-	UGDH
T143710	chr4:39529180..39529187,-	UGDH
T143715	chr4:3957140..3957174,-	FAM86EP
T143719	chr4:39640466..39640502,-	C4orf34
T143720	chr4:39640515..39640529,-	C4orf34
T143721	chr4:39640530..39640541,-	C4orf34
T143723	chr4:39640576..39640594,-	C4orf34
T143724	chr4:39640599..39640610,-	C4orf34
T143725	chr4:39640612..39640624,-	C4orf34
T143726	chr4:39640700..39640712,-	C4orf34
T143729	chr4:39699733..39699772,+	UBE2K
T143740	chr4:39979211..39979269,-	PDS5A
T143741	chr4:39979271..39979287,-	PDS5A
T143742	chr4:39979443..39979563,-	PDS5A
T143743	chr4:39979579..39979588,-	PDS5A
T143747	chr4:40058411..40058557,+	N4BP2
T143771	chr4:40198642..40198689,+	RHOH
T143773	chr4:40198755..40198760,+	RHOH
T143781	chr4:40201954..40201986,+	RHOH
T143816	chr4:40516564..40516605,-	RBM47
T143820	chr4:40517984..40518008,-	RBM47
T143831	chr4:40631496..40631590,-	RBM47
T143836	chr4:40631859..40631889,-	RBM47
T143837	chr4:40631962..40631984,-	RBM47
T143838	chr4:40632143..40632170,-	RBM47
T143839	chr4:40632590..40632601,-	RBM47
T143840	chr4:40632605..40632616,-	RBM47
T143841	chr4:40632704..40632737,-	RBM47
T143842	chr4:40632757..40632779,-	RBM47
T143843	chr4:40632844..40632877,-	RBM47
T143844	chr4:40632879..40632880,-	RBM47
T143847	chr4:40751927..40751995,+	NSUN7
T143855	chr4:40859132..40859184,-	APBB2
T143861	chr4:41216473..41216484,-	APBB2
T143862	chr4:41216492..41216550,-	APBB2
T143866	chr4:41216651..41216662,-	APBB2
T143867	chr4:41216663..41216670,-	APBB2
T143868	chr4:41218683..41218708,-	APBB2
T143869	chr4:41218709..41218745,-	APBB2
T143870	chr4:41258938..41258954,+	UCHL1
T143871	chr4:41259142..41259146,+	UCHL1
T143872	chr4:41259402..41259415,+	UCHL1
T143877	chr4:41262695..41262720,+	UCHL1
T143878	chr4:41262745..41262782,+	UCHL1
T143879	chr4:41263758..41263790,+	UCHL1
T143893	chr4:41362673..41362686,+	LIMCH1
T143895	chr4:41362796..41362841,+	LIMCH1
T143899	chr4:41540152..41540157,+	LIMCH1
T143900	chr4:41540160..41540196,+	LIMCH1
T143910	chr4:41614882..41614899,+	LIMCH1
T143911	chr4:41614909..41614926,+	LIMCH1
T143912	chr4:41614973..41614984,+	LIMCH1
T143913	chr4:41615503..41615539,+	LIMCH1
T143918	chr4:41699402..41699405,+	LIMCH1
T143939	chr4:41937131..41937211,+	TMEM33
T143940	chr4:41937219..41937230,+	TMEM33
T143941	chr4:41937231..41937252,+	TMEM33
T143942	chr4:41937307..41937318,+	TMEM33
T143943	chr4:41937440..41937451,+	TMEM33
T143948	chr4:41992513..41992561,+	SLC30A9
T143949	chr4:41992565..41992580,+	SLC30A9
T143952	chr4:42154262..42154274,-	BEND4
T143953	chr4:42154275..42154297,-	BEND4
T143954	chr4:42154300..42154348,-	BEND4
T143957	chr4:42154660..42154682,-	BEND4
T143962	chr4:42399463..42399531,+	SHISA3
T143963	chr4:42399551..42399563,+	SHISA3
T143966	chr4:42473791..42473792,+	RPS7P7
T143968	chr4:4249924..4249964,-	TMEM128
T143977	chr4:42658982..42659008,-	ATP8A1
T143980	chr4:42659102..42659161,-	ATP8A1
T143989	chr4:4291780..4291807,-	LYAR
T143990	chr4:4291811..4291822,-	LYAR
T143992	chr4:4291861..4291913,-	LYAR
T143993	chr4:4291944..4292011,+	ZBTB49
T144028	chr4:44450814..44450832,-	KCTD8
T144029	chr4:44450866..44450877,-	KCTD8
T144034	chr4:44680429..44680498,+	GUF1
T144035	chr4:44680500..44680518,+	GUF1
T144036	chr4:44680661..44680713,+	GUF1
T144037	chr4:44728530..44728544,-	GNPDA2
T144038	chr4:44728559..44728611,-	GNPDA2
T144039	chr4:44728629..44728642,-	GNPDA2
T144049	chr4:4543700..4543759,-	STX18
T144050	chr4:4543761..4543795,-	STX18
T144053	chr4:4544047..4544060,-	STX18
T144054	chr4:4544061..4544075,-	STX18
T144077	chr4:46391956..46392031,-	GABRA2
T144084	chr4:46726624..46726634,-	RAC1P2
T144085	chr4:467892..467963,-	ZNF721
T144091	chr4:46995484..46995588,-	GABRA4
T144098	chr4:47033568..47033603,+	GABRB1
T144106	chr4:47465666..47465726,-	COMMD8
T144115	chr4:47487264..47487277,+	ATP10D
T144116	chr4:47487285..47487366,+	ATP10D
T144117	chr4:47487409..47487414,+	ATP10D
T144126	chr4:47840071..47840094,-	CORIN
T144127	chr4:47840112..47840128,-	CORIN
T144129	chr4:47916061..47916098,-	NFXL1
